id,pca_features
448,"[-4.57206871283,1.95891758821,2.25843860996,0.487370323506,-0.478668320128,-0.809652024886,-1.99941251377,1.71230023932,-1.16000056488,1.24088653709,0.243614843573,0.502186794572,0.703321753507,1.16145526309,-3.03245163236,0.347376312121,-1.08498480955,1.69556401073,1.29536452152,0.280503329977,0.262016392319,-0.567649476649,-0.711733107019,-1.73017433269,0.576755928533,0.575028762741,0.186326760245,-0.674594542963,0.0213455310277,0.77603552404,1.20096141068,0.260101919376,0.791475111572,-0.593903549871,0.435298418696,-0.470261458264,0.615762400323,-0.37265949784,-0.78604937413,-0.51917016798,-0.100371368409,0.129806845682,-0.267519976928,-0.651074183505,0.711639349032,0.145693814055,-0.473543797767,0.401395814532,-0.522701620539,-0.309676584878]"
449,"[-3.23966540467,0.0392385732537,0.15698837054,-0.862767600759,0.116945246014,1.7757221597,-0.845011726138,0.0889796369039,-2.29870840423,0.185476605786,1.65231722308,0.857558031549,0.887754334222,0.174440232659,-1.87698186178,1.06248807349,-2.14697930386,0.0178205793694,0.369791283042,1.0291193429,0.231327387098,-1.55929583257,-0.159825935576,-0.814921622282,-0.858424873099,-0.562124329568,-0.144197468731,-0.802398842866,-0.700284441858,-0.0736611095098,-0.109950833706,0.453547481117,-0.202246895185,-0.766579978506,-0.0328570605344,0.321024911392,-0.885219171243,-0.161986513434,-0.0412854474749,-0.657080156058,-0.457542545331,0.150348750078,-0.247763459796,0.0523692599101,-0.461255583131,-0.0152853954058,0.194149348102,-0.255105183156,0.206821214504,0.454741843821]"
450,"[-3.25721779222,-0.101263214718,0.55860322162,-0.214902152567,0.0561470147559,2.11339372804,-1.13617692998,0.649514996889,-2.62960836472,0.417784097754,1.2327879147,1.0687362044,0.874604770092,0.554799576839,-2.32241195119,0.514595643347,-1.7796413211,-0.69581082664,0.348087353773,0.964838738424,-0.206399402473,-1.38313018141,-0.128933115534,-1.02712566964,-1.14285644749,-0.260972669565,0.372155333345,-0.66823036979,-0.436788845951,-0.102397462107,0.199383483777,0.697587028641,-0.256441109979,-0.509601840357,0.221142139907,-0.0461443795628,-0.886066683148,0.0375703844104,-0.383286563195,-0.488986197534,-0.602497773031,0.10711083703,-0.208913936798,0.0559653390879,-0.451132467919,-0.0436838698473,0.319364812119,-0.280183577118,0.132074066565,0.473745090711]"
451,"[-2.27395247944,0.357063483875,1.52168718683,-1.17919057318,-1.28437543124,-1.2485392097,-2.76712496177,-0.950518533158,-2.73206685293,2.28739081965,-0.112000816636,-0.72360257049,0.546157887986,-0.709959918216,-2.07503925941,0.539668611646,-2.5946266377,0.443474526484,2.30047041259,1.72544179546,0.0763602371045,-1.04287644754,0.304877816322,-0.30178973808,0.179025859202,-0.723586133267,1.31156033771,-0.349175007381,-0.307942828163,-0.326951596138,0.674214603751,-0.0224646915056,-0.10679568231,-0.179226653699,-0.362134643187,-0.511534112389,-0.194989951421,0.446481565944,-0.0165591067919,0.609052316179,0.487937732033,0.15637046965,-0.82446390635,0.198903063472,0.622250671254,-0.326728024996,-0.251082641262,0.0732612216766,0.64494786872,-0.219712185906]"
452,"[-3.12934069456,0.355173868041,2.00300042585,-0.572951644677,-1.08415108755,-0.596848758616,-3.04382133455,-0.531282185021,-3.42714737014,2.06681985572,-0.267276045374,0.234476037025,0.602501550261,0.122001112063,-2.5084925799,-0.179240533712,-2.16913825737,-0.0544526233689,2.0661114085,1.84682661581,-0.263967705691,-0.779684507918,0.341915356827,-0.273953934727,-0.0297010325532,-0.894503392954,1.30944192899,-0.286696294731,0.377984013779,-0.51164867186,0.00871721276996,-0.354568413382,-0.0233659682289,-0.079941537815,0.226241286975,-0.505215121346,0.000750023143655,0.437602189156,-0.362779437211,0.570339032204,0.0832454006217,0.256394223785,-0.490162119939,-0.0145532105101,0.605658959386,-0.21376354167,0.014148655761,-0.247138998517,0.644593494829,-0.0902930778861]"
453,"[-4.15759918485,2.12917558867,2.36277530873,-0.100059512378,-0.683611824396,-2.66722337291,-2.40217586466,-1.23131692106,-0.975073461704,1.00410468579,0.919964506651,1.89139803053,0.124400675359,0.424498932505,-2.90218773824,0.766265537069,-1.79598072745,1.52635266195,1.10931145467,1.03177154865,-0.20137051101,-0.448790275297,-0.426306368945,-0.262127464072,1.03251908502,0.295840266738,0.431215308361,-1.87452898646,0.0534764111194,0.998211247646,-0.476961240115,0.667918871631,0.674748695437,0.43293951576,-0.0833215248006,-0.697572563578,0.136324528418,-0.341738257655,-0.226106160628,-0.911482107737,-0.194078850498,-0.286877324433,0.23845730884,-0.567333687192,0.799014860905,-0.114678634272,-0.0739774309967,0.0434684560718,0.169380807585,-0.364609409097]"
454,"[-4.02457156236,1.78033750001,2.58621006373,0.182358765543,-0.596585015589,-2.30262980813,-2.97518374264,-0.699384626231,-1.76437896445,1.21958469754,0.389436283123,1.89737316078,0.17518871739,0.192974209451,-3.48448855716,0.458544341063,-1.450473028,1.10366851606,0.565652872792,1.03010702594,-0.630220294441,-0.143634622318,-0.295105864603,-0.0569481842614,0.565972212027,0.215885533831,0.643106183606,-1.3407254223,0.0410312974094,0.694262447266,-0.25058943333,0.435007562616,0.241045274024,0.696721717034,0.0159190026768,-0.822994755494,0.268910722284,-0.212927243439,-0.300883744177,-0.952230142058,-0.298417739433,-0.117214934801,0.349541725918,-0.38805891076,0.678339522037,-0.0889570109113,-0.170410266506,0.1203787732,0.261846334059,-0.0262466165923]"
455,"[-0.245008543545,0.542835405126,1.078405068,-2.47266187952,2.05258234606,-1.07995185896,-2.71107169037,0.994266538275,-3.28013455453,0.976558078758,-0.461463199501,1.38492544793,-0.404393545699,-0.269216856169,-1.84115574384,1.55963394254,-1.20277804549,-0.106498416993,1.01974129531,0.336370069169,-0.685824792288,-0.598853726939,0.503129034437,-0.123371503266,-0.972157867063,-0.50914382825,0.229523637171,-0.413266037884,-0.76749349915,-0.361485602024,-0.0648826480971,-0.413830078609,0.802824926034,-0.360634956575,-0.135442934165,-0.0771664355705,0.359279106798,0.385139286022,-0.31522576981,-0.232807585893,-0.531123690559,0.0485643232409,-0.955519648787,0.207612935501,-0.312117455439,0.00246309779441,0.0641680999903,-0.280145458624,0.655381551312,-0.523141928765]"
456,"[-0.935979465106,0.751669660834,-3.13712652195,0.407058248975,-0.843433805036,-1.09328671554,-2.27643545673,1.67789535465,-1.54917494625,0.30498698169,0.0800137473656,0.735386975071,-0.251242661262,-0.081769033488,-2.31504120022,1.93129798969,-1.66311036578,0.0317913402318,1.78032802383,-0.357309418715,-0.0632929945012,-0.892060148478,-0.619980742433,-0.789793689727,0.150474463113,0.638792589183,0.298761782498,-0.845953394865,-0.748485748345,0.323271090205,-0.248392259155,0.144414069308,0.307857590805,0.833804584452,0.453642175732,0.678905159434,-0.257489255896,0.727441659641,-0.0692873251621,0.329877467728,0.833442566944,-0.16386443428,-0.243809902534,0.134186707752,-0.226794262519,-0.497880014364,0.734146030702,-0.331944699161,0.155452430601,0.40141352229]"
457,"[-1.09534906753,0.812050822536,-2.94366762493,0.63506780367,-0.990815147684,-0.834579110018,-2.61962644058,1.86013969929,-1.66502101916,0.402113077357,-0.509496434859,1.03291097883,-0.379632954485,0.151662626173,-2.74083137187,1.30059787276,-1.20658834052,-0.265740906368,1.3619442426,-0.0200995194184,-0.361396791057,-0.728652916201,-0.610660762361,-1.00753327385,-0.108850898535,0.373172660426,0.245406409682,-0.515200320049,-0.516481059206,0.29340109497,-0.0373186198343,-0.130894182641,0.494798740624,0.474110524846,0.381355900831,0.80365171552,-0.217676181251,0.568482412575,-0.0399481763121,0.385601233151,0.264266456161,-0.0124789979918,0.057708611424,0.00234281942752,-0.277766952942,-0.0473319927733,0.626286209482,-0.389369763395,0.0642327160545,0.487328272393]"
458,"[-2.03802911089,0.192956416171,-3.1605308648,0.280848152862,-1.13772725085,-0.588859499451,-2.12828742919,1.80126335677,-1.14140636975,0.185854701152,0.524847419848,1.01666853493,0.0776359849159,0.0405859819398,-2.61272181273,2.05562656054,-1.92049081907,0.694881567489,1.07259979671,-0.0888706932206,0.527168239383,-0.936021753738,-0.729457811241,-1.0450642806,-0.27293308168,0.257633518788,0.8315642911,-0.560493998887,-0.208657403622,0.678213400958,-0.79246575396,0.197260733481,0.036318322648,0.0342292576463,0.534843772292,-0.629113086622,-1.01070783412,-0.274221199632,0.144279848857,-0.617470562505,0.0702263580213,0.053567569873,-0.216008741108,-0.322011539722,-0.11027116216,0.0457488938443,0.249522531045,0.574044063115,0.087495382092,-0.0765228862173]"
459,"[-1.11312701164,1.51859540816,-0.976176729263,-1.22828264376,1.72360169101,-1.03788015419,-1.73047894635,1.68082291553,-2.95342650316,0.263094537708,0.210558476295,0.774609436787,-0.291420375358,0.568036213109,-1.14253097684,1.80020948224,-0.170177789203,0.370537472164,1.50014505355,0.910505738783,-0.0462979892299,-2.09389591537,2.14932578141,-1.67024649713,0.309154365697,0.498107337231,-0.590835485251,-0.91203875728,-0.499514563513,0.302272175589,0.567066138875,0.390850910893,-0.248985634541,0.568580887651,-0.340210389515,0.349156180651,-0.50750231196,-0.198909849347,-0.528975868646,0.0782625252446,-0.469682937898,0.189371307112,-0.330081393256,-0.283477146555,-0.0842118857215,0.37135873197,-0.345976849694,0.210378016265,0.376554351203,0.0275517935581]"
460,"[-2.76598984959,1.47287705845,0.151915414812,-0.115778854257,1.91013119081,-0.632252904121,-2.5198285519,2.37986768758,-2.63671738063,0.558015389864,-0.24087540579,1.40878926563,-0.685858575891,0.900596638356,-1.78512787516,1.27728900877,-0.312094784928,0.224525915175,0.800141324445,1.60451309354,-0.136553461228,-2.03785764889,1.90507922859,-1.67503362641,0.141365836812,0.461769456988,-0.607922337447,-0.874914705259,-0.699889194922,-0.246047155588,0.423100466663,0.124799716766,-0.23730040794,0.66964038272,-0.069448171348,-0.191927426859,-0.171768322802,-0.332738392573,-0.413864274764,0.0589540111043,-0.113168185228,0.337153805805,-0.337121304096,0.0606066122419,0.457164374946,0.0156400565315,-0.335996025571,0.289971685434,0.422180261879,0.296377436917]"
461,"[-3.61858046451,2.06532548287,1.29554165559,0.349496848253,-1.79641663151,-2.50228817421,-3.42933898515,0.0398930374497,-3.34998987117,1.52049880268,-0.149792128409,-0.8497357568,0.381939816945,0.173547670137,-2.55161311449,1.17331000777,0.498454593598,-0.20946872683,0.977050255763,0.858090451995,0.0113185934933,-0.717503146124,0.559150268402,-1.29556498472,0.412448438872,0.0174839112645,0.427241245783,-0.334058556317,-0.754176159721,0.284497210705,0.626595407261,-0.278886602384,-0.286454017039,0.439988511038,0.658897400685,0.380552283807,0.710050596597,0.0266295614091,0.785056252644,-0.370514881398,-0.0920365690728,-1.00701373576,-0.220639758062,-0.659393554834,0.3073767514,0.247532910748,-0.240123118969,0.649224202522,-0.0641394123705,0.32717290256]"
462,"[-0.135409019109,2.5080817912,-0.268434240887,0.615814781214,-0.0300500242066,2.15079023968,0.344372527716,0.771242170907,-1.41740879663,3.00138255036,-1.31658579584,0.892371334687,0.277262918338,-0.634150679167,-3.06355652789,2.36988691775,0.120701292973,0.603144702199,2.01596279955,0.451189542191,0.474094858253,0.110007962038,-0.567913980156,-1.57623839914,-1.01119917244,0.392947822671,0.65556234389,-0.775354529888,-0.336846009662,0.139829771731,0.632746518156,-0.667112956472,0.401878541626,-0.695840475074,0.148628555559,0.0900829734522,0.613519173657,-0.189355199692,0.590109182627,-0.564563727534,-0.441239042563,-0.570282788943,-0.254882811128,-0.0599992856974,0.279569794805,0.367445501345,0.428275253804,-0.311201171386,0.449108963195,0.1368972715]"
463,"[-4.69903645175,2.54901369661,0.516047763087,0.580149809647,0.0391617736639,0.0121540994962,-1.76467755883,1.38279100322,-2.55802730693,0.530772637356,-0.179202400566,1.74647353615,-1.48775134882,-1.93249567366,-2.34695436587,0.427096047747,-1.1163301878,0.654404045786,0.946007281308,0.0163213776453,0.710913587218,-1.33825272821,1.14584837086,-0.0291523097941,-0.72806697616,-0.857870899435,0.697140004381,-0.292199615171,-1.66023712462,0.662056212756,0.0904353729178,-1.01882938149,0.431159195261,0.746021718356,0.576153531365,-0.489187746441,0.647382776008,0.422377581181,1.05990123627,0.155777004697,-0.54887873196,-0.398100289873,-0.383405477197,-0.329767302547,1.6966176674,0.456813580761,-0.171319011562,-0.300145763877,-0.0711089907699,0.210908062251]"
464,"[-5.89453551344,0.897578938078,1.26259229786,1.29425370513,-0.0555048716107,1.49604676709,-2.16318706376,1.23899365588,-2.84887332802,1.14434988889,-0.631342875598,1.64255488208,-0.390745339503,-1.71109134249,-1.35156411587,1.37370931271,-1.24226701565,0.166075418002,0.766718504002,-0.404517590034,-0.696820781392,-2.03793990794,1.16115510267,-0.679682297231,-0.260068134408,1.0610165315,1.69571562527,0.524538396251,0.0204184562858,0.887329045309,0.747984495912,-0.228155133951,0.159262537473,0.945213617557,-0.571071996678,1.19017924797,1.00810174099,0.808110886632,-0.0788802302756,-0.631303276743,0.153058232801,0.072613665988,-0.308401121501,-0.200353408007,0.0762706821493,-0.310952235445,0.199859789023,0.233845730627,0.456883821615,0.253473720668]"
465,"[-1.72741881764,1.01565806895,1.61414318653,-1.69243208567,2.42355962786,-0.369386750632,-3.39913218945,1.56753349087,-2.8596282949,1.05944420343,-0.159249779273,1.82236328345,-0.0805631602724,-0.403170672795,-2.30842914269,1.57116014315,-1.07540486786,0.852566895395,0.692393393189,0.680254351315,-0.745994825763,-0.723524180085,0.144978624789,0.41013398305,-0.584356624724,0.104711820848,0.243887593195,0.254443431831,-0.49808218946,-0.154938764878,-0.474283597358,-0.188732035154,1.40171401172,-0.0141242594149,1.28615243356,-0.338277387837,0.785105009379,-0.512538408888,0.487797064173,0.0892884102541,-0.233742699302,0.0532174584781,-0.815742595196,-0.180535416516,0.377506627791,-0.748334882007,0.0342625546388,0.0420740285991,0.814696947342,0.458637337546]"
466,"[-3.4216206739,2.88165665348,1.45978336268,0.448529752065,-0.586491053839,-0.00282403405476,0.113594707679,1.2119001561,-1.31911985669,2.47319419524,-1.61926571624,1.21645358825,-0.0444345819319,0.908717156773,-3.1135123765,2.58142844278,-2.07491021671,-0.126954743112,0.406203720029,0.601372898212,-0.473246454885,-1.14544766903,0.438875885535,-0.966747490274,-0.151661312728,0.327333165091,0.210709427445,-0.116870291839,-0.406375127083,-0.678443276783,-0.0449546808277,-0.526107414692,-0.598335922124,-0.208492266602,0.130299493971,-0.725897572031,0.418339687297,0.0727570500449,0.520072392073,0.293653433763,0.310571192193,0.143168349557,0.343235116511,-0.727915834156,0.816407607691,0.273994693628,-0.769984288873,0.685668939627,0.129006501362,0.0376394055923]"
467,"[-3.62454913871,1.77565352298,2.35358561068,-0.432678280892,-0.652549785975,0.110439604259,-0.986964487567,0.881394452165,-1.37736318915,-1.85556775467,-1.62651562388,0.540432413218,-0.715318061182,0.149770778506,-3.37965536743,2.03527846318,-1.46227949091,-0.000780311869623,0.627608723769,0.393986984825,-0.671800553959,-0.894240830409,0.536869223529,-1.10035211146,-0.560810834981,0.171222599495,0.374878594797,-0.0314843176073,-0.55649356537,-0.0923230293488,-0.0374748963277,-0.219730811143,-0.395638233112,-0.192313570794,-0.0991505033886,-1.12320711619,0.24651265736,0.0326871256202,0.166790404108,-0.318234645708,0.396878543495,0.486334643552,-0.417555658442,-0.531768991632,0.792885422645,-0.487052684203,-0.814229167016,0.740749788392,0.597494502485,0.244698921874]"
468,"[-1.00853811518,4.12797099857,0.280379587238,-0.822823761769,-2.06273480175,0.851002540017,-2.1633185937,3.95244220813,-1.83976367731,-0.304819712348,0.779883826733,0.992486425388,-0.556689352083,-1.15202365066,-2.13080008445,0.869091374867,-0.853166273621,0.320100579183,2.21510408695,1.05239779407,-0.485293105566,-0.585441535036,-0.584176586865,-0.554025126692,0.273298507493,-0.580334985513,0.670139841871,-0.332420852098,-0.427497997671,-1.2364903216,0.0435814593592,-0.0336260690793,0.611457446511,-0.451215876857,-0.136713754893,0.510144876147,0.283620017819,0.263464677344,-0.28224138865,-0.0391529616303,-0.387903759309,-0.594613366705,0.351777277171,-0.066151989833,0.0127378078636,-0.790577696588,-0.770363890725,0.0681445719797,-0.187413705173,0.756205770703]"
469,"[-0.136858036642,1.50060091861,0.113406249451,-2.13033120881,-2.04192157738,0.589045300315,-2.76034286765,1.74368155457,-1.04230900488,1.48264205145,0.147972886073,0.29969861804,-0.86261988241,-0.31707905255,-2.71310148216,0.507814871852,-1.79238380264,-0.980457168742,1.48487301676,0.581523868244,0.359748139788,-1.90004205019,-0.229949240636,-1.45339804099,-0.481453224364,0.423886624278,0.418724801428,-0.0275968455333,-0.545218412065,0.42746668996,0.418343876959,0.141940433623,0.80708355682,-0.636854814341,-0.243019181338,-0.0974740400493,0.345424952168,-0.423924223524,0.526055236674,0.316211109546,0.280124455368,-0.702241203349,0.070658924242,0.514338258997,-0.00376960968248,0.136811849604,0.00900443357062,0.267484413384,0.560626522697,0.435649654879]"
470,"[-1.36205002873,1.28882287016,1.07108542187,-2.10288786509,0.862141110671,-0.86717782302,-0.979215635346,2.70217713582,-4.16077577221,0.933827417866,1.14343299776,0.591182256035,0.336859404832,0.209551178484,-2.95051704044,0.473544282883,-0.530692147017,-0.0885378603715,0.697758161335,0.619642428267,-0.0994234395585,-0.90982560981,-0.675378931552,-1.02073966861,-0.303940503532,-0.266239037015,0.836829155592,-0.201026582718,-0.843541661665,0.0159667465713,0.603759289,0.286291829181,0.484620408705,-0.430157792638,-0.547573265649,0.303231170829,-0.177364479361,-0.26508050205,-0.543797855756,0.660696056107,-0.402992519793,0.324511985715,-0.149780646326,0.161413349303,0.0857989725133,0.18349076925,-0.302562799676,0.347030834744,0.492183395089,-0.527158861274]"
